fecha,hora,destino,compañia,tipo_vuelo,tipo_avion,registro,id_aeronave,total_ocupantes,pasajeros_a_bordo,tripulacion_a_bordo,fallecidos,pasajeros_fallecidos,tripulacion_fallecida,fallecidos_en_tierra,resumen,pais,anio,mes,categoria,sobrevivientes
1978-10-03,13:09,"Near Kuopio, Finland",Military - Finish Air Force,Kuopio - Helsinki,Douglas C-47A-1-DK,DO-10,12050,15.0,12.0,3.0,15.0,12.0,3.0,0.0,"After taking off, one of engines stalled due to a damaged #5 cylinder exhaust. The pilot attempted to return to to Kuopio. He turned  but the plane lost control and crashed into Lake Juurusvesi.",Finland,1978,10,collision,0.0
1978-10-03,13:54,"Near Mandalay, Myanmar",Burma Airways,sin dato,Fokker F-27 Friendship 600,XY-ADY,10572,44.0,40.0,4.0,2.0,1.0,1.0,0.0,Lost both engines on climbout and made an emergency landing on a sandbank of the Irrawaddy River.,Myanmar,1978,10,other cause,42.0
1978-10-07,13:53,"Sverdlovsk, Russia",Aeroflot,Sverdlovsk - 	Kustanai,Yakovlev YAK-40,CCCP-87437,9431335,38.0,34.0,4.0,38.0,34.0,4.0,0.0,Crashed after the left engine flamed out on takeoff.,Russia,1978,10,collision,0.0
1978-11-18,13:37,"Off Marie Galante Island, West Indies",Air Guadeloupe,sin dato,de Havilland Canada DHC-6 Twin Otter 300,F-OGHD,469,20.0,19.0,1.0,15.0,14.0,1.0,0.0,The aircraft sank in the sea after the left wing tip struck the water in heavy rain and wind.,sin dato,1978,11,other cause,5.0
1978-11-21,13:35,"Near Rubio, Venezuela",Aereo el Venado,Cucuta - Arauca,Douglas C-47A,HK-1393,19053,27.0,24.0,3.0,27.0,24.0,3.0,0.0,Crashed in the Rubio mountains.,Venezuela,1978,11,collision,0.0
1978-12-16,13:09,"Selvapiana, Italy",Air 70,sin dato,Cessna 421 Golden Eagle,I-ASON,sin dato,10.0,9.0,1.0,10.0,9.0,1.0,0.0,sin dato,Italy,1978,12,other cause,0.0
1979-01-30,12:35,"125 miles ENE of Tokyo, Japan",Varig,Tokyo-Los Angeles-Rio de Janeiro,Boeing B-707-326C,PP-VLU,19235/519,6.0,0.0,6.0,6.0,0.0,6.0,0.0,"Contact with the cargo plane was lost 30 minutes after taking off from Tokyo Narita Airport.The cargo included 153 paintings by Manabu Mabe, returning from a Tokyo exhibition, valued at US$1.24 million. Neither the wreck nor the paintings were ever found. The cause of the accident was blamed on cabin depressurization, which killed the crew.",Japan,1979,1,other cause,0.0
1979-02-08,13:21,"Near Agudos, Brazil",TAM Lineas Aéreas Regional,Bauru - Sao Paulo,Embraer 110C Bandeirante,PP-SBB,100-010,18.0,16.0,2.0,18.0,16.0,2.0,0.0,Hit trees and burst into flames shortly after taking off.,Brazil,1979,2,other cause,0.0
1979-02-19,12:48,"Barentu, Ethiopia",Ethiopian Airlines,sin dato,Douglas DC-3,ET-AFW,16681/33429,5.0,2.0,3.0,5.0,2.0,3.0,0.0,The plane crashed after a bomb exploded aboard.,Ethiopia,1979,2,collision,0.0
1979-03-26,12:53,"Luanda, Angola",Interflug,Luanda-Berlin,Ilyushin IL-18D,DM-STL,186009402,10.0,6.0,4.0,10.0,6.0,4.0,0.0,"The cargo plane lost the No. 2 engine on takeoff, overran the runway, crashed into the ILS localizer antenna, broke up and caught fire.",Angola,1979,3,collision,0.0
1979-03-29,13:38,"Ste. Foy, PQ, Canada",Quebecair,Quebec - Montreal,Fairchild F-27,CF-QBL,0047,24.0,21.0,3.0,17.0,14.0,3.0,0.0,Engine failure shortly after takeoff caused damage so the landing gear could not be retracted and increasing drag during the critical climbout phase. Airspeed slowed until the aircraft crashed.,Canada,1979,3,collision,7.0
1979-04-14,13:01,"Off Avalon, California",Catalina Airlines,"San Pedro, CA - Catalina, CA",Grumman G-21 Goose,N11CS,1166,11.0,10.0,1.0,1.0,1.0,0.0,0.0,"During an attempted go-around, the plane struck boat wakes and crashed. One passenger drowned.",California,1979,4,collision,10.0
1979-05-27,12:53,"Off Dakar, Senegal",Military - Mauritanian Air Force,Bouceif - Dakar,de Havilland Canada DHC-5D Buffalo,5T-MAX,088,12.0,7.0,5.0,12.0,7.0,5.0,0.0,"Crashed into the Atlantic Ocean during a blinding sandstorm. The pilot, unable to land due to the sandstorm headed out to sea for another approach when the accident occurred.",Senegal,1979,5,collision,0.0
1979-07-23,12:35,"Beirut, Lebanon",Trans Mediterranean Airways,Training,Boeing 707-327C,OD-AFX,19107/507,6.0,0.0,6.0,6.0,0.0,6.0,0.0,"On a third practice touch-and-go landing, the plane yawed to the right, stalled and crashed in an inverted attitude.",Lebanon,1979,7,collision,0.0
1979-08-02,12:56,"Canton, Ohio",Private,sin dato,Cessna  501 Citation,N15NY,0110,3.0,2.0,1.0,1.0,0.0,1.0,0.0,"The aircraft crashed 1,000 feet short of the runway during a landing attempt at Akron-Canton airfield. Baseball player Thurman Munson, 32,  who was piloting the aircraft, was killed. Munson who was practicing takeoffs and landings, allowed the plane to get too low and then slowed the aircraft to 10 knots below safe landing speed.",Ohio,1979,8,collision,2.0
1979-08-03,13:12,"Leningrad, USSR",Aeroflot,Smolensk -	Leningrad (,LET 410M turbojet,CCCP-67206,760509,14.0,12.0,2.0,14.0,12.0,2.0,0.0,Crashed due to engine failure on approach.,USSR,1979,8,collision,0.0
1979-08-24,13:03,"Near Enisseysk, USSR",Aeroflot,Norisk - Krasnoyarsk,Antonov AN-12,CCCP-12963,9346407,16.0,10.0,6.0,11.0,5.0,6.0,0.0,Crashed into a wooded area after all four engines flamed out. Fuel contamination.,USSR,1979,8,collision,5.0
1979-09-11,12:35,"Off Taipei, Taiwan",China Airlines (Taiwan),Training,Boeing 707-324C,B-1834,18887/431,6.0,0.0,6.0,6.0,0.0,6.0,0.0,Crashed into the sea after taking off.,Taiwan,1979,9,collision,0.0
1979-09-18,18:43,"Blink Horn Point, Canada",Pacific Coastal Airlines,:  Comox-Port Hardy,Britten Norman BN-7A lslander,C-FZVV,238,9.0,8.0,1.0,4.0,8.0,1.0,0.0,Struck high ground in thick fog.,Canada,1979,9,other cause,5.0
1979-09-19,12:38,"Merced, California",Military - U.S. Air Force,Training,Boeing KC-135A,58-0127,17872/342,5.0,0.0,5.0,5.0,0.0,5.0,0.0,Crashed while attempting touch and go landings.,California,1979,9,collision,0.0
1979-11-30,13:01,"San Andres Island, Colombia",Aerolineas La Gaviola,sin dato,Grumman G-21 Goose,HK-2059,1019,9.0,7.0,2.0,9.0,7.0,2.0,0.0,sin dato,Colombia,1979,11,other cause,0.0
1979-12-09,12:42,"Cherskiy, Russia",Aeroflot,sin dato,Antonov AN-26,CCCP-26547,2810,7.0,2.0,5.0,7.0,2.0,5.0,0.0,Shifting cargo caused the pilot to lose control and crash into a hotel.,Russia,1979,12,collision,0.0
1979-12-18,13:12,"Cerro Toledo Mountain, Colombia",SATENA,Arauca - Bogota,Douglas DC-4 (C-54),FAC-1106,10853,21.0,16.0,5.0,21.0,16.0,5.0,0.0,Impacted a mountainside at an altitude of 3400 m.,Colombia,1979,12,other cause,0.0
1979-12-23,13:16,"Menari, Papua New Guinea",Douglas Airways,Port Morsbey - Maanari,GAF Nomad 22B,P2-DNL,039,16.0,14.0,2.0,16.0,14.0,2.0,0.0,Crashed into the side of a hill after a go-around.,sin dato,1979,12,collision,0.0
1980-01-02,13:06,Haiti,Haïti Air Inter,Port au Prince - Cape Haitien,Britten Norman BN Islander,HH-CNC,474,9.0,8.0,1.0,9.0,8.0,1.0,0.0,Struck high ground in poor visibility while en route.,sin dato,1980,1,other cause,0.0
1980-01-23,13:05,"Mt. Cemonyet,  Indonesia",Pelita Air Service,Bandung - Jakarta,CASA 212 Aviocar 100,PK-PCX,45/3N,13.0,10.0,3.0,13.0,10.0,3.0,0.0,"Hit high ground at 2,700 ft. in poor weather while on approach.",Indonesia,1980,1,other cause,0.0
1980-02-03,13:08,"Baracoa, Cuba",Cubana de Aviacon,Moa - Baracoa,Yakovlev YAK-40,CU-T1219,9840959,37.0,33.0,4.0,1.0,1.0,0.0,0.0,Crashed while attemping to land.,Cuba,1980,2,collision,36.0
1980-04-24,11:48,"Posht-i-Badam, Iran",Military - U.S. Air Force,sin dato,Lockheed EC-130E Hercules,62-1809,3770,7.0,0.0,7.0,5.0,0.0,5.0,0.0,Hit by  a U.S. Marine Corps RH-53D Sea Stallion helicopter during a hostage rescue operation while on the ground.,Iran,1980,4,other cause,2.0
1980-06-02,13:05,"Near Yachiba, Bolivia",Lloyd Aereo Boliviano,Cochabamba-Yacuiba,Fairchild F-27J,CP-1117,0118,13.0,10.0,3.0,13.0,10.0,3.0,0.0,Crashed in the Tapecua mountains.,Bolivia,1980,6,collision,0.0
1980-08-01,11:04,"Cerro Lilio, Mexico",Aeronaves del Peru,"Lima, Peu - Mexico City, Mexico",Douglas DC-8-43F,OB-R-1143,45598/57,7.0,0.0,7.0,3.0,0.0,3.0,0.0,The cargo plane crashed into a mountain in poor visibility.,Mexico,1980,8,collision,4.0
1980-09-05,12:29,"Near Montelimar, France",Military - Kuwait Air Force,sin dato,Lockheed L-100-20 Hercules,KAF317,4350,8.0,0.0,8.0,8.0,0.0,8.0,0.0,Crashed after being struck by lightning,France,1980,9,collision,0.0
1980-09-10,12:43,"Puerto Olaya, Colombia",Aeronorte Colombia,Barranquilla - Bogota,Douglas C-47,HK-329,4404,3.0,0.0,3.0,3.0,0.0,3.0,0.0,While en route a wing separated from the cargo plane which led to loss of control.  The wing attachment bolts failed in turbulence.,Colombia,1980,9,other cause,0.0
1980-09-14,13:44,"Kindu, Zaire",Military - Force Aérienne Zaïroise,Kindu-Kinshasa,Lockheed Hercules C-130,9T-TCE,4569,36.0,31.0,5.0,36.0,31.0,5.0,0.0,Crashed on takeoff after losing one engine.,Zaire,1980,9,collision,0.0
1980-09-17,13:59,"Near Kindu, Zaire",Military - Zairean Air Force,sin dato,de Havilland DHC-5 Buffalo,9T-CBA,60,36.0,34.0,2.0,36.0,34.0,2.0,0.0,Crashed shortly after taking off.,Zaire,1980,9,collision,0.0
1980-12-05,13:09,"Dar es Salaam, Tanzania",Tanzania Aviation,Dodoma - Dar es Salaam,Piper PA-42 Cheyenne,5H-TAL,31-7652016,10.0,9.0,1.0,10.0,9.0,1.0,0.0,The aircraft broke-up in flight in bad weather.,Tanzania,1980,12,other cause,0.0
1981-02-24,13:16,"Belem, Brazil",VOTEC,Tucurui - Belem,Embraer 110P Bandeirante,PT-GLB,110-144,14.0,12.0,2.0,11.0,9.0,2.0,0.0,Crashed into a tug boat and barges while on approach in heavy rain and wind and broke in two.,Brazil,1981,2,collision,3.0
1981-03-26,13:32,"Redzikowo, Poland",LOT Polish Airlines,Varsovie-Slupsk,Antonov AN-24B,SP-LTU,07306007,52.0,47.0,5.0,1.0,1.0,0.0,0.0,Separation of a propeller blade caused a forced landing resulting the the plane crashing and burining.,Poland,1981,3,collision,51.0
1981-04-06,12:52,"Laguna Soliz, Bolivia",Urcupina,sin dato,Douglas C-47A,CP-1470,19395,7.0,4.0,3.0,7.0,4.0,3.0,0.0,The cargo plane flew into the ground while trying to avoid bad weather.,Bolivia,1981,4,other cause,0.0
1981-05-16,12:41,"Near Menongue, Angola",TAAG Angola Airlines,sin dato,Lockheed L-100-20 Hercules,D2-EAS,4830,4.0,0.0,4.0,4.0,0.0,4.0,0.0,Shot down by a surface-to-air missile.,Angola,1981,5,other cause,0.0
1981-05-21,13:28,"Pinarete Mountain, Mexico",Lineas Aereas,Puerto Escondido-Oaxaca,Convair CV-440-11,XA-KEH,327,24.0,21.0,3.0,24.0,21.0,3.0,0.0,"Crashed into a mountain at 8,800 feet obscured by clouds.",Mexico,1981,5,collision,0.0
1981-05-29,12:58,"Cairo, Egypt",Military - Egyptian Air Force,sin dato,Lockheed C-130H Hercules,SU-BAH,4792,17.0,11.0,6.0,17.0,11.0,6.0,0.0,The aircraft hit the ground shortly after takeoff.,Egypt,1981,5,other cause,0.0
1981-07-24,13:23,Madagascar,Air Madagascar,Toamasina-Andapa,de Havilland Canada DHC-6 Twin Otter 300,5R-MGB,327,19.0,17.0,2.0,19.0,17.0,2.0,0.0,Flew into a mountain. Controlled flight into terrain.,sin dato,1981,7,other cause,0.0
1981-07-25,11:23,"Caruru, Colombia",Transamazonica,sin dato,Douglas C-53D-DO,HK- 772,11743,9.0,5.0,4.0,5.0,5.0,0.0,0.0,The aircraft crashed short of the runway while attempting to land after a severe vibration required the crew to shut down the engine and feather the propeller.,Colombia,1981,7,collision,4.0
1981-09-02,13:25,"Paipa, Colombia",Aereo el Venado,Paipa - Cartagena,Embraer 110P1 Bandeirante,HK-2651,110206,22.0,19.0,3.0,21.0,18.0,3.0,0.0,The aircraft was unable to gain altitude upon taking off. After turning left the plane struck a hill. Overloaded.,Colombia,1981,9,other cause,1.0
1981-10-31,13:19,"Bafoussam, Cameroon",Cameroon Airlines,sin dato,de Havilland Canada DHC-6 Twin Otter 300,TJ-CBC,416,24.0,22.0,2.0,1.0,1.0,0.0,0.0,"The aircraft took off, lost altitude, settled back on the runway and overshot the runway. The aircraft was overloaded. Other factors were the pilot misjudged the distance and speed during the takeoff and lack of proper pre-flight planning.",Cameroon,1981,10,other cause,23.0
1981-11-08,13:00,"Sierra de Guerro, Mexico",Aeromexico,Acapulco - Guadalajara,McDonnell Douglas DC-9-32,XA-DEO,47622/753,18.0,12.0,6.0,18.0,12.0,6.0,0.0,The flight struck a mountain during an emergency descent due to explosive decompression. Crew's failure to follow approved emergency procedures.,Mexico,1981,11,other cause,0.0
1981-11-19,13:09,"Biratnagar, Nepal",Royal Nepal Airlines,Biratnagar-Katmandou,Pilatus PC-6/B2-H2 Turbo-Porter,9N-ABJ,746,10.0,9.0,1.0,10.0,9.0,1.0,0.0,Crashed after takeoff.,Nepal,1981,11,collision,0.0
1981-11-30,12:43,"Castries, Saint Lucia Island",Guyana Airways,Castries-Miami,Douglas DC-6A,N3486F,43683/305,3.0,0.0,3.0,3.0,0.0,3.0,0.0,Engine failed during takeoff. The cargo plane crashed while returning to the field.,sin dato,1981,11,collision,0.0
1982-01-07,13:21,"Near Gelendzhik, USSR",Aeroflot,Novorossiysk - Sukhumi,LET  410M Turbojet,CCCP-67290,781101,18.0,16.0,2.0,18.0,16.0,2.0,0.0,The aircraft crashed into high ground 22 km from the airport. Continued VFR flight into IFR condtions.,USSR,1982,1,collision,0.0
1982-01-25,12:32,"Constanta, Romania",Tarom,Training,Antonov An-24RV,YR-BMD,57310202,7.0,0.0,7.0,7.0,0.0,7.0,0.0,A malfunction of the No. 1 engine feathering system caused the aircraft to lose control and crash.,Romania,1982,1,collision,0.0
1982-02-07,13:16,"Near Srinagar, India",Military - Indian Air Force,Pathankot-Srinagar,Fairchild C-119G,sin dato,sin dato,23.0,18.0,5.0,23.0,18.0,5.0,0.0,Crashed in dirzzle and snow while en route.,India,1982,2,collision,0.0
1982-02-09,14:02,"Mt. Ipao, Philippines",Trans Air Services,Manila - Sicogon,Douglas DC-3 (C-47A-70-DL),RP-C141,19251,32.0,29.0,3.0,3.0,1.0,2.0,0.0,Struck Mt. Ipao on Panay Island.,Philippines,1982,2,other cause,29.0
1982-02-19,12:41,"Cerro el Tablazo, Colombia",LAC Columbia,sin dato,Douglas DC-6BF,HK-1706,44168/431,4.0,0.0,4.0,4.0,0.0,4.0,0.0,The cargo plane crashed into high ground while on apporach to land.,Colombia,1982,2,collision,0.0
1982-03-20,13:30,"Branti Airport, Indonesia",Garuda Indonesia Airlines,Bogota-Saravena,Fokker F-28 Fellowship 1000,PK-GVK,11078,27.0,23.0,4.0,27.0,23.0,4.0,0.0,"The plane overran the runway in heavy rain, crashed into a field and burned while attemping to land.",Indonesia,1982,3,collision,0.0
1982-03-26,13:07,"Queate, Colombia",Aeropesca Colombia,Villavicencio - Bogota,Vickers Viscount 745D,HK-2382,212,21.0,15.0,6.0,21.0,15.0,6.0,0.0,Crashed into a mountain during poor weather conditions.,Colombia,1982,3,collision,0.0
1982-05-12,12:32,"Judsonia, Arkansas",Military - U.S. Air Force,Training,Lockheed C-130E Hercules,64-0543,4033,7.0,0.0,7.0,7.0,0.0,7.0,0.0,Lost a wing and crashed.,Arkansas,1982,5,collision,0.0
1982-07-11,12:34,"Jolo, Philippines",Philippine Air Lines,Jolo-Kota Kinabalu,Hawker Siddeley HS-748-209 Srs. 2,RP-C1014,1636,30.0,25.0,5.0,4.0,3.0,1.0,0.0,Takeoff was aborted at V1 when the crew heard unusual sounds from the No.1 engine. The aircraft overran the runway and came to rest against a wall and some vehicles. Misjudged speed and distance and delayed action in aborting the takeoff.,Philippines,1982,7,other cause,26.0
1982-08-12,12:54,"Mindat, Myanmar",Burma Airways,sin dato,de Havilland Canada DHC-6 Twin Otter 300,XY-AEB,501,8.0,5.0,3.0,8.0,5.0,3.0,0.0,Hit high ground in poor weather.,Myanmar,1982,8,other cause,0.0
1982-09-04,13:03,"Rio Branco, Brazil",Cia Brasiliera de Tratores,Porto Velho - Rio Branco,Gates Learjet 25B,PT-JBQ,25B-119,10.0,8.0,2.0,10.0,8.0,2.0,0.0,The plane ran out of fuel on the third approach in poor weather.,Brazil,1982,9,other cause,0.0
1982-11-29,12:54,"Lubango, Angola",TAAG Angola Airlines,sin dato,Antonov AN-26,D2-TAB,4607,15.0,9.0,6.0,15.0,9.0,6.0,0.0,Flew into a mountain while descending for a landing.,Angola,1982,11,other cause,0.0
1982-11-29,13:29,"Quetame, Colombia",Aerolineas Centrales de Colombia,San Jose del Guaviare - Bogotá,de Havilland Canada DHC-6 Twin Otter 310,HK-2536,713,22.0,20.0,2.0,22.0,20.0,2.0,0.0,"Crashed into a mountain. Flying under VFR in IFR conditions, navigation error and lack of adequate training.",Colombia,1982,11,collision,0.0
1983-01-09,13:22,"Brainerd, Minnesota",46826/109,Minneapolis-St Paul - Brainerd,Convair 580-11A,N844H,327A,33.0,30.0,3.0,1.0,1.0,0.0,0.0,"The plane landed 1,725 feet beyond the runway threshold, right wing down, veered to the right until the right propeller struck a 2 to 3 foot snow bank. The blade separated from the engine and penetrated the cabin. Proper alignment not attained by pilot in command. Terrain condition, snow bank. Lack of NOTAM. Improper snow removal.",Minnesota,1983,1,other cause,32.0
1983-02-13,12:35,"Fayetteville, North Carolina",Military - U.S. Air Force,sin dato,Lockheed C-130H Hercules,74-1693,4693,6.0,0.0,6.0,6.0,0.0,6.0,0.0,An overheated APU led to a fire and loss of control of the aircraft.,sin dato,1983,2,fire,0.0
1983-03-10,13:23,"Near Shach Goan, Afghanistan",Bakhtar Afghan Airlines,Uruzgan-Kaboul,de Havilland Canada DHC-6 Twin Otter 300,YA-GAZ,395,19.0,17.0,2.0,19.0,17.0,2.0,0.0,"Pilot decided to climb and continue to fly VFR in deteriorating weather. The plane crashed in an area of rain, turbulence and thunderstorms. Continued VFR flight in poor weather and a physical impairment due to lack of oxygen when flying at high altitude.",Afghanistan,1983,3,collision,0.0
1983-04-16,12:58,"Near Khartoum, Sudan",Air Liberia,Khartoum-Monrovia,Hawker Siddeley HS-748-329 Srs. 2A,EL-AIH,1755,9.0,6.0,3.0,8.0,5.0,3.0,9.0,The No.2 engine failed during climbout forcing a return to the airport. While on the  base leg the aircraft lost altitude and crashed. High Pressure fuel pump shaft broke due to pump seizure. The remaining engine could not produce enough power because the fuel datum trimmer wasn't reset in accordance with the flight manual.,Sudan,1983,4,collision,1.0
1983-06-21,12:57,"Niela, Mali",Air Mali,sin dato,de Havilland Canada DHC-6 Twin Otter 300,TZ-ACH,394,7.0,5.0,2.0,7.0,5.0,2.0,0.0,Crashed under unknown circumstances,Mali,1983,6,collision,0.0
1983-07-16,12:54,"Off Scilly Islands, UK",British Airways Helicopters,Penzance - Scilly Islands,Sikorsky S-61N-II,G-BEON,61-770,26.0,23.0,3.0,20.0,19.0,1.0,0.0,Crashed into the English Channel.,UK,1983,7,collision,6.0
1983-09-28,13:09,"Off Lanyu Island, Taiwan",Taiwan Airlines,Taitung-Lanyu Island,Britten-Norman BN-2A-26 Trislander,B-11109,0518,10.0,9.0,1.0,10.0,9.0,1.0,0.0,Crashed into the sea.,Taiwan,1983,9,collision,0.0
1983-10-07,13:25,"Aracatuba, Brazil",TAM Lineas Aéreas Regional,Campo Grande - Araçatuba,Embraer 110C Bandeirante,PP-SBH,110026,15.0,13.0,2.0,7.0,5.0,2.0,0.0,After two missed IFR approaches the aircraft struck the ground short of the runway threshold during a third VFR approach.,Brazil,1983,10,other cause,8.0
1983-10-08,13:14,"Near Lonkin, Myanmar",Burma Airways,Lonkin - Myitkyina,de Havilland Canada DHC-6 Twin Otter 300,XY-AEE,512,14.0,11.0,3.0,9.0,6.0,3.0,0.0,Struck trees on high ground after losing the No.1 engine during take off.,Myanmar,1983,10,other cause,5.0
1983-11-23,12:15,"Landsdowne House, Canada",Austin Airways,sin dato,de Havilland Canada DHC-6 Twin Otter 300,C-GTLA,632,7.0,5.0,2.0,4.0,4.0,0.0,0.0,The aircraft touched down short of the runway while on a VFR approach in a snowstorm. The nosegear and one of the main landing gear legs broke away from the fuselage and the aircraft caught fire.,Canada,1983,11,fire,3.0
1984-01-13,12:00,"Cochabamba, Bolivia",North East Bolivian Airways,Cochabamba-La Paz,Douglas EC-54U,CP-1090,36036,3.0,0.0,3.0,1.0,0.0,1.0,0.0,"After the No. 2 engine failed on takeoff, the pilot  tried to land but the propellers struck the runway and the aircraft ran off the runway into a ditch.",Bolivia,1984,1,other cause,2.0
1984-01-28,14:16,"Izhevsk, Russia",Aeroflot,Kuibyshev - Izhevsk,Antonov An-24RV,CCCP-47358,67310607,51.0,47.0,4.0,4.0,3.0,1.0,0.0,The aircraft crashed after the elevator failed. Disconnection of the linkage of the elevators control rod.,Russia,1984,1,collision,47.0
1984-03-16,13:26,"San Borja, Bolivia",Lloyd Aereo Boliviano,Trinidad-San Borja,Fairchild F-27M,CP-862,BL-52,23.0,20.0,3.0,23.0,20.0,3.0,0.0,Crashed into the jungle.,Bolivia,1984,3,collision,0.0
